Application,Repeat Count,IP Protocol,Bytes,Bytes Sent,Bytes Received,Packets,Elapsed Time (sec),Packets Sent,Packets Received,Session End Reason,Risk of app,Packets per second,Bytes per second,Average packet size,Label
incomplete,1,tcp,592,592,0,8,11.0,8,0,aged-out,1,0.7272720661163036,53.818132892606464,73.99990750011563,3
web-browsing,1,tcp,1642,696,946,15,61.0,8,7,tcp-rst-from-server,4,0.2459015990325247,26.91802837409371,109.46659368893756,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1964,880,1084,18,41.0,9,9,tcp-fin,4,0.4390242831648089,47.90242734087138,109.11105049386084,3
web-browsing,1,tcp,2310,1094,1216,22,59.0,11,11,tcp-fin,4,0.3728812927319843,39.15253573685835,104.99995227274896,3
web-browsing,1,tcp,1620,668,952,14,25.0,7,7,tcp-fin,4,0.5599997760000897,64.79997408001037,115.71420306128353,3
web-browsing,1,tcp,299,225,74,4,0.0,3,1,,4,400000.0,29900000.0,74.7498131254672,3
web-browsing,1,tcp,1977,899,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.89997803334066,104.05257681443324,3
web-browsing,1,tcp,5831,2965,2866,73,31.0,37,36,tcp-rst-from-client,4,2.354837950052274,188.0967135171892,79.87670138675323,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,2245,1035,1210,23,50.0,12,11,tcp-rst-from-server,4,0.4599999080000184,44.89999102000179,97.60865321362904,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,1976,892,1084,18,44.0,9,9,tcp-fin,4,0.4090908161157235,44.90908070248165,109.77771679015734,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,2596,1248,1348,26,82.0,13,13,tcp-fin,4,0.3170731320642522,31.658532724569177,99.84611544380176,3
web-browsing,1,tcp,1610,723,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1609.9839001609982,114.99991785720154,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,1617,730,887,14,12.0,8,6,tcp-rst-from-client,4,1.1666656944452547,134.7498877084269,115.49991750005891,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,1648,696,952,14,21.0,7,7,tcp-fin,4,0.6666663492065004,78.47615310659376,117.71420163271311,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,1602,715,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1601.9839801601984,114.42848969393592,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1954,870,1084,18,46.0,9,9,tcp-fin,4,0.3913042627599428,42.478251635162685,108.55549524694707,3
web-browsing,1,tcp,1604,717,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1603.9839601603985,114.57134673475234,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,5844,2978,2866,73,31.0,37,36,tcp-rst-from-client,4,2.354837950052274,188.5160682206232,80.05478355413923,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,1611,724,887,14,39.0,8,6,tcp-rst-from-client,4,0.3589742669296751,41.30768171597904,115.07134637760971,3
web-browsing,1,tcp,435,361,74,4,0.0,3,1,,4,400000.0,43500000.0,108.7497281256797,3
web-browsing,1,tcp,2266,1050,1216,22,65.0,11,11,tcp-fin,4,0.3384614863905405,34.86153309822568,102.99995318183946,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1555,675,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,51.83331605556131,119.61529260362109,3
web-browsing,1,tcp,1550,670,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,51.66664944445019,119.23067751486346,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,2228,1012,1216,22,68.0,11,11,tcp-fin,4,0.3235293641868582,32.764701064014545,101.27268123969034,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,1978,900,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.93331135556288,104.1052083656798,3
web-browsing,1,tcp,1688,742,946,15,60.0,8,7,tcp-rst-from-server,4,0.2499999583333402,28.133328644445225,112.53325831116112,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1548,668,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,51.59998280000573,119.0768314793604,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1455,634,821,12,8.0,7,5,tcp-rst-from-client,4,1.4999981250023438,181.8747726565342,121.24989895841752,3
web-browsing,1,tcp,2290,1074,1216,22,62.0,11,11,tcp-fin,4,0.3548386524453786,36.9354779136326,104.090861776881,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1418,597,821,12,8.0,7,5,tcp-rst-from-client,4,1.4999981250023438,177.24977843777697,118.1665681945265,3
web-browsing,1,tcp,1965,887,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.49997816667394,103.42099819947464,3
web-browsing,1,tcp,1418,597,821,12,0.0,7,5,tcp-rst-from-client,4,1200000.0,141800000.0,118.1665681945265,3
web-browsing,1,tcp,5858,2991,2867,74,31.0,38,36,tcp-rst-from-client,4,2.38709600416258,188.96768097816744,79.16215146457412,3
web-browsing,1,tcp,1496,616,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,49.86665004444998,115.07683455628111,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,2305,1089,1216,22,67.0,11,11,tcp-fin,4,0.3283581599465432,34.402979939853736,104.77267964878196,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,1679,733,946,15,60.0,8,7,tcp-rst-from-server,4,0.2499999583333402,27.98332866944522,111.93325871116086,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,2211,1001,1210,23,50.0,12,11,tcp-rst-from-server,4,0.4599999080000184,44.21999115600177,96.13039298678568,3
web-browsing,1,tcp,1972,894,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.73331142222953,103.7894190582005,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1604,717,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1603.9839601603985,114.57134673475234,3
web-browsing,1,tcp,1505,625,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,50.16664994445002,115.76914171604484,3
web-browsing,1,tcp,1961,883,1078,19,90.0,10,9,tcp-rst-from-server,4,0.2111110876543236,21.788886467901506,103.21047199448844,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,729,655,74,8,4.0,7,1,,4,1.9999950000125,182.24954437613908,91.1248860938924,3
web-browsing,1,tcp,1929,851,1078,19,90.0,10,9,tcp-rst-from-server,4,0.2111110876543236,21.43333095185212,101.52626235459876,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1542,662,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,51.39998286667238,118.61529337285126,3
web-browsing,1,tcp,2618,1270,1348,26,82.0,13,13,tcp-fin,4,0.3170731320642522,31.92682537477739,100.69226896451194,3
web-browsing,1,tcp,1565,678,887,14,12.0,8,6,tcp-rst-from-client,4,1.1666656944452547,130.4165579862017,111.78563443883256,3
web-browsing,1,tcp,1628,742,886,14,39.0,8,6,tcp-rst-from-client,4,0.3589742669296751,41.74357904010793,116.28563122454914,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1565,678,887,14,38.0,8,6,tcp-rst-from-client,4,0.3684209556786958,41.1841996883685,111.78563443883256,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1554,667,887,14,12.0,8,6,tcp-rst-from-client,4,1.1666656944452547,129.49989208342328,110.99992071434237,3
web-browsing,1,tcp,2562,1214,1348,26,84.0,13,13,tcp-fin,4,0.3095237726757413,30.49999636904805,98.53842363906784,3
web-browsing,1,tcp,1779,767,1012,17,60.0,9,8,tcp-rst-from-server,4,0.2833332861111189,29.64999505833416,104.6469972664722,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1606,719,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1605.9839401605982,114.71420377556872,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1466,645,821,12,8.0,7,5,tcp-rst-from-client,4,1.4999981250023438,183.2497709377864,122.16656486119597,3
web-browsing,1,tcp,2604,1256,1348,26,75.0,13,13,tcp-fin,4,0.3466666204444505,34.719995370667284,100.15380763315092,3
web-browsing,1,tcp,1685,731,954,15,31.0,8,7,tcp-rst-from-server,4,0.4838708116545769,54.35482117586414,112.33325844449438,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1691,745,946,15,30.0,8,7,tcp-rst-from-server,4,0.4999998333333889,56.36664787778404,112.73325817782788,3
web-browsing,1,tcp,5882,3015,2867,74,31.0,38,36,tcp-rst-from-client,4,2.38709600416258,189.7418742768148,79.48647574507085,3
web-browsing,1,tcp,655,581,74,7,3.0,6,1,,4,2.333325555581481,218.33260555798148,93.57129489815016,3
web-browsing,1,tcp,1604,717,887,14,12.0,8,6,tcp-rst-from-client,4,1.1666656944452547,133.6665552778706,114.57134673475234,3
web-browsing,1,tcp,1967,889,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.5666448111184,103.52626130196774,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1975,897,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.8333113888962,103.94731371194015,3
web-browsing,1,tcp,1934,850,1084,18,47.0,9,9,tcp-fin,4,0.3829786419194378,41.14892741512183,107.44438475311958,3
web-browsing,1,tcp,5883,3016,2867,74,31.0,38,36,tcp-rst-from-client,4,2.38709600416258,189.77413233092503,79.4999892567582,3
web-browsing,1,tcp,2257,1047,1210,23,50.0,12,11,tcp-rst-from-server,4,0.4599999080000184,45.13999097200181,98.13039211722082,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1828,816,1012,17,60.0,9,8,tcp-rst-from-server,4,0.2833332861111189,30.46666158888973,107.52934851214792,3
web-browsing,1,tcp,1834,822,1012,17,60.0,9,8,tcp-rst-from-server,4,0.2833332861111189,30.56666157222307,107.8822894810062,3
web-browsing,1,tcp,5761,2901,2860,72,31.0,36,36,tcp-rst-from-server,4,2.322579895941969,185.83864972946785,80.0138777758503,3
web-browsing,1,tcp,1685,731,954,15,31.0,8,7,tcp-rst-from-server,4,0.4838708116545769,54.35482117586414,112.33325844449438,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,2260,1050,1210,23,50.0,12,11,tcp-rst-from-server,4,0.4599999080000184,45.199990960001806,98.26082684311876,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1595,708,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1594.9840501594983,113.92849005107854,3
web-browsing,1,tcp,1977,899,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.89997803334066,104.05257681443324,3
web-browsing,1,tcp,5285,2623,2662,66,28.0,33,33,tcp-rst-from-server,4,2.357142015306424,188.7499325893098,80.07574544306887,3
web-browsing,1,tcp,1971,893,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.6999781000073,103.73678750695396,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,299,225,74,4,0.0,3,1,,4,400000.0,29900000.0,74.7498131254672,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1511,631,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,50.366649877783374,116.23067982255398,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1831,819,1012,17,60.0,9,8,tcp-rst-from-server,4,0.2833332861111189,30.5166615805564,107.70581899657708,3
web-browsing,1,tcp,1634,682,952,14,28.0,7,7,tcp-fin,4,0.4999998214286352,58.35712201531357,116.71420234699832,3
web-browsing,1,tcp,1834,822,1012,17,60.0,9,8,tcp-rst-from-server,4,0.2833332861111189,30.56666157222307,107.8822894810062,3
web-browsing,1,tcp,1570,683,887,14,12.0,8,6,tcp-rst-from-client,4,1.1666656944452547,130.8332243056464,112.14277704087354,3
web-browsing,1,tcp,1929,851,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,64.29997856667381,101.52626235459876,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,2250,1034,1216,22,59.0,11,11,tcp-fin,4,0.3728812927319843,38.13558675668021,102.2726807851451,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,1635,689,946,15,60.0,8,7,tcp-rst-from-server,4,0.2499999583333402,27.249995458334087,108.99992733338178,3
web-browsing,1,tcp,5884,3017,2867,74,31.0,38,36,tcp-rst-from-client,4,2.38709600416258,189.80639038503537,79.51350276844556,3
web-browsing,1,tcp,1786,774,1012,17,60.0,9,8,tcp-rst-from-server,4,0.2833332861111189,29.76666170555638,105.05876173014016,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1636,684,952,14,21.0,7,7,tcp-fin,4,0.6666663492065004,77.90472480727391,116.85705938781472,3
web-browsing,1,tcp,2277,1061,1216,22,57.0,11,11,tcp-fin,4,0.3859648445675711,39.94736141274361,103.49995295456684,3
web-browsing,1,tcp,1601,714,887,14,38.0,8,6,tcp-rst-from-client,4,0.3684209556786958,42.13156786011372,114.35706117352774,3
web-browsing,1,tcp,1318,571,747,10,39.0,6,4,tcp-rst-from-client,4,0.2564101906640536,33.79486312952227,131.7998682001318,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,2583,1235,1348,26,86.0,13,13,tcp-fin,4,0.3023255462412155,30.0348802285023,99.34611563610936,3
web-browsing,1,tcp,1943,859,1084,18,46.0,9,9,tcp-fin,4,0.3913042627599428,42.23912125236495,107.94438447534196,3
web-browsing,1,tcp,4243,2763,1480,36,103.0,21,15,tcp-fin,4,0.3495145291733467,41.194170757847495,117.86107837192266,3
incomplete,1,tcp,592,592,0,8,11.0,8,0,aged-out,1,0.7272720661163036,53.818132892606464,73.99990750011563,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,1973,895,1078,19,30.0,10,9,tcp-rst-from-server,4,0.6333331222222927,65.76664474445175,103.84205060944706,3
web-browsing,1,tcp,5893,3026,2867,74,31.0,38,36,tcp-rst-from-client,4,2.38709600416258,190.0967128720281,79.63512437363184,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
incomplete,1,tcp,592,592,0,8,11.0,8,0,aged-out,1,0.7272720661163036,53.818132892606464,73.99990750011563,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
incomplete,1,tcp,74,74,0,1,0.0,1,0,aged-out,1,100000.0,7399999.999999999,73.99926000739993,3
web-browsing,1,tcp,5830,2964,2866,73,31.0,37,36,tcp-rst-from-client,4,2.354837950052274,188.06445546307887,79.86300275849277,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,1544,664,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,51.46664951111683,118.7691394083543,3
web-browsing,1,tcp,1965,887,1078,19,90.0,10,9,tcp-rst-from-server,4,0.2111110876543236,21.833330907407674,103.42099819947464,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,2571,1223,1348,26,87.0,13,13,tcp-fin,4,0.2988505403620068,29.551720741181523,98.88457735208564,3
web-browsing,1,tcp,1691,745,946,15,61.0,8,7,tcp-rst-from-server,4,0.2459015990325247,27.721306930933288,112.73325817782788,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,300,226,74,4,0.0,3,1,,4,400000.0,30000000.0,74.99981250046875,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,4084,2670,1414,34,89.0,20,14,tcp-fin,4,0.3820224289862439,45.88763529352412,120.1176117301142,3
incomplete,1,tcp,592,592,0,8,11.0,8,0,aged-out,1,0.7272720661163036,53.818132892606464,73.99990750011563,3
web-browsing,1,tcp,2323,1107,1216,24,52.0,13,11,tcp-rst-from-client,4,0.4615383727810821,44.67306833210224,96.79162633682236,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,433,359,74,4,0.0,3,1,,4,400000.0,43300000.0,108.24972937567657,3
web-browsing,1,tcp,435,361,74,4,0.0,3,1,,4,400000.0,43500000.0,108.7497281256797,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1595,708,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1594.9840501594983,113.92849005107854,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,5891,3024,2867,74,31.0,38,36,tcp-rst-from-client,4,2.38709600416258,190.0321967638075,79.60809735025711,3
web-browsing,1,tcp,1554,667,887,14,1.0,8,6,tcp-rst-from-client,4,13.999860001399986,1553.9844601553984,110.99992071434237,3
web-browsing,1,tcp,1506,634,872,13,151.0,7,6,tcp-rst-from-server,4,0.0860927095302841,9.973509273277532,115.84606473379635,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,301,227,74,4,0.0,3,1,,4,400000.0,30100000.0,75.24981187547031,3
web-browsing,1,tcp,1455,634,821,12,8.0,7,5,tcp-rst-from-client,4,1.4999981250023438,181.8747726565342,121.24989895841752,3
web-browsing,1,tcp,1464,643,821,12,8.0,7,5,tcp-rst-from-client,4,1.4999981250023438,182.999771250286,121.99989833341806,3
web-browsing,1,tcp,1962,884,1078,19,90.0,10,9,tcp-rst-from-server,4,0.2111110876543236,21.799997577778047,103.26310354573498,3
web-browsing,1,tcp,1537,657,880,13,30.0,7,6,tcp-rst-from-server,4,0.433333188888937,51.23331625556125,118.23067828409364,3
