cps,kbps,num_active,num_icmp,num_tcp,num_udp,pps,label
0,231005,61,0,39,22,21470,0
0,14040,59,0,30,29,1770,0
0,8803,55,0,33,22,1096,0
3258,1104954,71752,20759,1380,49613,106016,2
8337,728498,189308,65510,58262,65536,161835,1
0,9425,61,0,30,31,1164,0
3664,1105399,81621,25121,3955,52545,105186,2
0,11504,48,0,29,19,1340,0
0,8669,47,0,31,16,1084,0
4608,1161263,86540,26936,3858,55746,111698,2
0,13581,81,0,49,32,1828,0
2,8476,68,0,39,29,1072,0
0,14191,71,0,42,29,2090,0
4804,1126210,75098,24663,2745,47690,107594,2
104,746087,196378,65536,65306,65536,150308,1
6392,552383,192703,65439,61728,65536,152988,1
0,12614,77,0,43,34,1516,0
0,10550,54,0,32,22,1266,0
0,232352,74,0,44,30,21762,0
7010,705513,196482,65536,65410,65536,160686,1
6760,664833,196343,65488,65319,65536,160442,1
6810,1284323,82071,30312,3296,48463,125720,2
4496,1134163,83468,30225,3561,49682,108880,2
4168,1087291,74060,21979,2162,49919,103210,2
0,7627,67,0,41,26,990,0
0,7942,188,0,108,80,1178,0
38,741419,195787,65536,64715,65536,159112,1
9950,730527,196263,65534,65193,65536,164192,1
3784,573496,194010,65466,63005,65536,154214,1
1458,740191,195597,65536,64525,65536,160018,1
5016,737523,196509,65536,65437,65536,158078,1
4935,729568,192770,65425,61809,65536,154271,1
6684,1233754,86605,28254,4118,54233,119836,2
4610,1133727,82713,25616,3344,53753,108284,2
0,15373,75,0,44,31,1798,0
3840,639376,196572,65536,65500,65536,155098,1
1190,674741,195350,65536,64274,65536,152272,1
8690,571815,195783,65536,64711,65536,157290,1
5393,543441,191159,65507,60116,65536,142684,1
5380,1183306,87018,26827,4019,56172,113760,2
3474,1097042,67564,22556,1709,43299,105046,2
4754,1163406,76877,25158,2101,49618,111692,2
5878,596776,195278,65480,64262,65536,154104,1
0,172036,66,0,39,27,16218,0
3030,1078802,65654,17768,1862,46024,101758,2
998,655815,193405,65471,62398,65536,155630,1
5714,1138199,84131,26356,4156,53619,109056,2
0,8957,60,0,37,23,1106,0
3848,1090649,89359,30877,4700,53782,103138,2
0,13128,83,0,49,34,1798,0
4564,688668,195150,65423,64191,65536,148746,1
5690,567428,191496,65520,60440,65536,150131,1
0,10975,55,0,39,16,1380,0
1418,737746,196534,65535,65463,65536,162762,1
4474,1144771,76719,23675,2041,51003,109662,2
3392,1104269,75397,22786,1745,50866,105492,2
6594,733925,195513,65233,64744,65536,166212,1
0,10386,45,0,28,17,1426,0
6970,1193036,89350,28580,3879,56891,115528,2
2192,738504,196484,65509,65439,65536,160206,1
6110,651719,194566,65496,63534,65536,159628,1
2538,1057544,82314,23441,2794,56079,99616,2
3678,1094944,65947,21725,1794,42428,104260,2
4572,1121765,86262,25352,3942,56968,106974,2
3656,747370,196254,65526,65192,65536,161786,1
0,13339,62,0,39,23,1568,0
0,11053,50,0,30,20,1298,0
4594,641920,190065,65530,58999,65536,160346,1
1150,729170,194747,65489,63722,65536,161492,1
0,11769,72,0,42,30,1460,0
2,12822,61,0,33,28,1644,0
4322,754684,196282,65482,65264,65536,159622,1
0,17018,64,0,36,28,2140,0
3258,1104954,70514,19725,1320,49469,106016,2
0,160749,140,0,91,49,15076,0
4556,743788,196093,65487,65070,65536,154014,1
4092,1106682,79596,25459,3496,50641,105418,2
0,5799,58,0,35,23,812,0
6176,571722,189653,65461,58656,65536,151860,1
3982,1109305,80592,25903,4142,50547,105084,2
0,8881,57,0,38,19,1054,0
0,13296,56,0,34,22,1548,0
3616,1079739,81554,25063,4041,52450,102616,2
0,7752,96,0,66,30,1178,0
1364,734204,196426,65436,65454,65536,154134,1
0,68420,48,0,29,19,6570,0
8976,565682,192365,65425,61404,65536,148480,1
198,745796,194685,65436,63713,65536,159466,1
0,11894,72,0,44,28,1390,0
0,12114,73,0,44,29,1588,0
3798,1095755,82949,25299,4162,53488,103914,2
62,736115,196568,65536,65496,65536,158746,1
302,725010,195834,65534,64764,65536,160464,1
0,11199,53,0,31,22,1328,0
4210,1151347,78119,27889,2506,47724,110982,2
3752,1115557,81995,26608,4000,51387,106678,2
3261,1110755,77089,21327,2035,53727,105893,2
5718,1158011,80929,25516,3757,51656,111102,2
588,663649,196003,65522,64945,65536,154782,1
3906,1102341,72186,21327,1466,49393,105070,2
491,761456,194448,65513,63399,65536,166739,1
708,744310,196466,65535,65395,65536,150138,1
0,12612,68,0,41,27,1438,0
2,219986,141,0,91,50,20502,0
11631,714423,194628,65511,63581,65536,162128,1
4222,1142850,88306,28291,3128,56887,110372,2
0,10514,58,0,30,28,1544,0
0,9590,57,0,33,24,1572,0
0,15693,56,0,32,24,1978,0
5172,645796,193587,65476,62575,65536,160476,1
4734,1146256,84033,27085,3593,53355,109752,2
4,9117,117,0,75,42,1080,0
12,15291,86,0,52,34,1848,0
2,14519,61,0,41,20,1936,0
0,14159,146,0,87,59,1822,0
0,273537,59,0,33,26,25454,0
502,689897,193821,65536,62749,65536,144218,1
4734,1137069,69979,23115,2186,44678,109302,2
4714,563867,189065,65493,58036,65536,146185,1
1080,743928,194807,65527,63744,65536,152492,1
4182,1134570,86816,27310,3770,55736,108248,2
0,12043,81,0,52,29,1392,0
5514,1139923,82257,22260,3324,56673,109232,2
5036,1130140,75022,22172,3201,49649,108276,2
2680,1097941,88861,25277,3741,59843,104190,2
6,14748,58,0,34,24,1942,0
0,11533,66,0,41,25,1518,0
713,743187,196414,65483,65395,65536,162172,1
4116,1095010,80402,22828,3323,54251,103552,2
